LoanID,CustomerID,LoanType,PrincipalAmount,InterestRate,StartDate,EndDate,MonthlyInstallment,TotalPayable,Collateral,Status
282,4434,Business,37373.02,14.61,2023-07-20,2030-03-19,1860.59,15350.98,Home,Pending
283,2433,Home,32705.32,14.71,2022-07-24,2026-01-22,1868.6,32917.8,Throughout,Approved
284,588,Business,3415.21,9.37,2023-03-03,2026-11-20,1781.58,35399.81,Each,Rejected
285,3787,Payday,21172.12,6.32,2021-06-13,2028-02-18,424.09,22650.05,Attention,Pending
286,1965,Mortgage,45165.61,5.15,2021-06-08,2029-03-05,756.28,58148.7,Most,Rejected
287,2149,Car,11954.93,4.42,2022-11-18,2028-12-15,305.25,19345.89,With,Closed
288,1656,Personal,2910.43,5.25,2025-07-18,2029-11-26,657.76,54067.49,Society,Approved
289,4407,Mortgage,36273.84,6.1,2021-02-25,2029-07-12,1030.67,55912.14,List,Approved
290,3955,Car,19155.55,5.17,2024-07-02,2029-09-11,1778.31,48466.34,Billion,Defaulted
291,3015,Payday,45541.4,5.62,2021-04-05,2029-12-08,1788.95,48151.8,Executive,Closed
292,2372,Payday,25902.03,4.98,2023-07-21,2030-07-18,1596.51,33806.13,Lead,Rejected
293,2465,Business,45481.88,6.56,2022-02-13,2029-10-22,163.47,7498.18,Soon,Rejected
294,4514,Payday,28415.35,3.31,2023-11-20,2028-07-06,1293.48,49192.1,Include,Pending
295,1978,Personal,33241.61,14.44,2020-12-21,2030-03-13,528.79,12212.66,Note,Defaulted
296,3402,Home,30873.23,4.03,2023-05-20,2027-04-26,1631.73,51341.83,Political,Rejected
297,2183,Car,31182.62,6.86,2021-05-18,2029-06-08,378.27,57882.46,Example,Rejected
298,4085,Mortgage,1026.79,13.28,2022-02-15,2026-05-11,406.56,14215.86,Everything,Closed
299,2583,Education,10279.09,8.57,2023-01-02,2025-10-15,625.8,19424.89,Leave,Rejected
300,4671,Car,26536.21,7.53,2021-09-29,2028-12-04,849.29,3036.86,Common,Rejected
301,4011,Education,16224.02,4.22,2024-09-10,2026-04-20,278.86,53441.81,Day,Approved
302,1342,Car,26872.26,10.98,2024-01-01,2026-01-12,1654.33,16709.57,Best,Defaulted
303,2310,Mortgage,40839.35,8.59,2024-01-22,2030-09-22,1639.39,22501.27,While,Rejected
304,2846,Payday,31356.46,3.07,2022-12-02,2029-08-02,410.14,35969.19,Citizen,Pending
305,2077,Education,4798.58,10.14,2022-01-22,2028-03-18,1997.85,44498.47,Speech,Defaulted
306,711,Business,20378.21,14.0,2022-08-06,2029-09-02,409.39,41037.17,Give,Closed
307,4306,Payday,38117.29,9.91,2024-04-04,2027-05-05,837.3,34447.82,Never,Defaulted
308,3023,Car,10798.04,6.12,2024-08-15,2027-11-24,1016.45,20135.6,Fly,Approved
309,4920,Payday,16043.48,4.99,2025-01-19,2029-01-26,1552.35,27403.25,Good,Approved
310,3519,Home,40193.61,12.99,2021-01-26,2030-02-01,1982.1,23092.16,Sit,Closed
311,3707,Home,37948.01,13.87,2023-08-16,2027-04-20,981.73,50503.34,System,Approved
312,840,Payday,30057.68,3.01,2024-03-02,2028-12-11,1014.09,18359.87,Number,Closed
313,3816,Mortgage,38725.16,12.92,2020-12-11,2028-05-10,1226.77,7137.5,Including,Approved
314,377,Education,22549.75,13.94,2025-08-28,2025-10-31,1014.18,6154.28,Such,Closed
315,2505,Mortgage,21915.21,9.28,2025-01-22,2030-03-04,551.94,30107.24,Experience,Defaulted
316,563,Business,48376.38,6.06,2021-02-27,2028-07-27,886.96,56984.83,Practice,Approved
317,4206,Education,38991.97,3.91,2024-02-22,2026-04-17,1162.98,20920.63,Very,Pending
318,1213,Personal,21132.61,13.25,2023-08-21,2026-05-16,1115.93,25399.09,Else,Closed
319,4223,Personal,25139.2,12.98,2022-11-07,2030-09-02,328.55,4058.46,Together,Pending
320,2936,Payday,24344.16,6.02,2022-11-13,2028-08-18,1916.93,54365.94,All,Rejected
321,2116,Mortgage,32528.02,9.6,2020-09-25,2030-03-12,1317.47,27301.05,Paper,Rejected
322,911,Payday,36413.92,7.01,2025-03-15,2026-03-18,654.22,46002.39,Too,Rejected
323,2607,Home,11324.59,12.29,2023-05-05,2026-12-14,1321.14,42023.46,Itself,Pending
324,4983,Home,31228.91,14.87,2022-01-19,2028-04-11,904.95,51284.73,Majority,Rejected
325,2862,Personal,30935.11,7.85,2023-08-23,2027-01-17,562.66,35119.69,Road,Approved
326,1142,Car,35451.04,8.06,2023-01-27,2029-06-14,1502.39,40429.01,Government,Closed
327,427,Car,46199.07,11.3,2023-08-10,2027-05-20,1120.17,11370.44,Successful,Pending
328,3958,Car,32430.18,7.45,2023-10-21,2026-08-01,492.05,33083.61,Field,Approved
329,267,Education,3469.61,4.27,2024-08-25,2029-11-29,1402.74,25066.15,Daughter,Rejected
330,3121,Payday,29963.89,13.95,2022-06-23,2029-04-23,1936.9,17490.34,Each,Defaulted
331,2221,Car,3463.05,4.43,2024-02-10,2028-11-26,855.41,27980.73,Citizen,Pending
332,1359,Home,30508.96,4.51,2025-03-12,2027-08-07,192.15,50582.72,Himself,Closed
333,1799,Mortgage,20737.03,4.7,2021-12-14,2026-04-08,403.45,47976.59,Policy,Closed
334,3096,Personal,37527.58,12.05,2023-12-24,2029-12-13,1946.35,54339.69,Assume,Pending
335,2829,Personal,6761.25,3.2,2020-10-11,2029-10-04,1137.47,1288.94,Five,Rejected
336,201,Car,43826.76,4.38,2022-01-08,2029-09-01,1725.66,16597.96,True,Rejected
337,1190,Car,45076.68,6.31,2022-01-05,2028-02-06,958.21,1742.95,Often,Approved
338,2033,Car,12443.38,14.73,2021-12-10,2025-11-24,1613.49,9938.87,Serve,Pending
339,4169,Business,25040.2,3.04,2024-09-14,2028-06-24,1945.27,57715.42,Strategy,Pending
340,3278,Payday,41191.38,7.38,2023-09-14,2028-12-19,1961.8,41889.9,Relate,Pending
341,2716,Education,20330.07,14.94,2024-01-14,2030-08-10,979.43,15683.29,Before,Pending
342,2285,Education,34566.0,7.2,2023-01-16,2028-05-03,1123.38,47168.69,Voice,Rejected
343,1765,Personal,1829.62,3.06,2023-03-30,2026-02-02,1267.24,56020.02,Deal,Defaulted
344,3787,Personal,36450.74,11.67,2023-10-07,2027-05-28,222.38,24383.0,Laugh,Pending
345,2084,Car,24716.24,5.36,2023-09-26,2029-07-08,347.67,9334.86,Difference,Closed
346,2522,Business,42399.1,3.94,2025-01-28,2028-11-01,435.44,7174.5,Work,Pending
347,380,Mortgage,30252.35,3.51,2024-04-01,2030-04-20,1519.01,2069.16,Word,Defaulted
348,1691,Payday,33399.89,8.6,2024-05-05,2028-05-12,960.78,6697.2,West,Pending
349,3106,Mortgage,12303.77,14.86,2020-10-15,2029-12-31,1030.99,30106.66,Research,Defaulted
350,3758,Mortgage,20845.75,7.09,2021-02-16,2030-05-15,820.5,5496.59,Chance,Defaulted
351,2324,Education,24883.69,10.31,2022-02-15,2026-03-03,1252.77,1705.65,Spring,Approved
352,2007,Business,41303.85,7.99,2022-08-05,2026-04-20,985.53,58891.42,Head,Pending
353,617,Car,13011.47,4.77,2020-12-28,2026-01-08,617.47,2028.96,Daughter,Rejected
354,2913,Home,2275.4,11.64,2025-08-28,2030-07-19,1116.31,22453.31,Morning,Rejected
355,423,Personal,38001.66,11.24,2024-08-30,2029-10-30,1709.06,29078.36,Lay,Closed
356,3787,Education,45362.1,3.68,2023-02-08,2027-03-05,1781.75,48071.34,Clearly,Rejected
357,3889,Home,24217.54,5.66,2025-07-31,2028-05-13,479.84,54487.73,Until,Approved
358,25,Mortgage,34989.89,5.4,2022-08-17,2026-09-27,1071.48,35449.0,Each,Approved
359,303,Education,21970.72,8.76,2024-02-12,2028-10-06,1150.84,8677.59,Some,Rejected
360,94,Car,25476.21,3.29,2024-05-08,2027-10-16,1677.19,57210.86,Piece,Approved
361,3392,Payday,16765.53,12.98,2021-09-06,2028-10-13,520.13,20015.76,Across,Closed
362,1511,Home,21537.95,8.31,2025-03-28,2027-05-19,1552.75,6679.39,Line,Rejected
363,3564,Mortgage,43061.46,10.78,2021-09-16,2026-02-27,385.04,27587.48,Born,Defaulted
364,1065,Payday,3634.41,13.53,2023-09-04,2028-07-17,432.88,50931.65,Relate,Rejected
365,3473,Home,49242.6,10.85,2024-07-23,2029-06-16,1882.89,32121.34,Course,Approved
366,1403,Personal,25817.83,11.35,2024-08-30,2027-08-28,395.07,42682.26,Federal,Pending
367,2770,Car,44034.69,3.35,2024-03-16,2029-11-23,198.64,38302.69,Feel,Pending
368,1038,Education,15504.73,8.78,2022-05-26,2030-03-10,1780.57,17813.39,Hear,Closed
369,4119,Personal,8893.77,4.66,2024-06-20,2025-12-07,864.1,9809.6,Section,Approved
370,2447,Personal,9990.09,14.75,2025-07-30,2028-02-15,1026.32,36012.95,Candidate,Defaulted
371,2033,Car,38951.8,10.22,2025-08-18,2026-05-05,765.91,19864.34,Five,Approved
372,3594,Mortgage,10681.13,10.69,2025-07-04,2029-03-02,1131.89,10101.55,Worker,Approved
373,4181,Business,46559.27,4.37,2024-05-08,2030-04-02,1929.71,44559.84,Act,Closed
374,2904,Payday,43537.73,8.5,2021-01-25,2025-10-19,885.6,35173.14,Voice,Rejected
375,4906,Education,32299.67,5.59,2022-08-16,2026-09-02,1631.89,47584.3,Able,Pending
376,2654,Car,26256.55,11.18,2024-08-21,2029-11-14,1259.42,38052.21,Start,Rejected
377,3532,Home,18225.23,7.46,2023-07-13,2030-05-12,1218.06,20213.33,Democratic,Defaulted
378,1322,Home,48729.96,9.65,2022-01-11,2026-09-16,1985.45,54034.43,Off,Pending
379,4178,Home,22093.09,8.81,2024-10-10,2030-06-15,563.18,12719.71,Trade,Defaulted
380,4417,Payday,48585.05,4.0,2023-05-12,2027-03-04,1756.57,42364.87,Worry,Pending
381,3432,Payday,40703.82,14.16,2023-10-07,2026-02-23,1375.16,55310.08,Stage,Rejected
382,415,Home,33399.23,11.44,2021-04-07,2028-07-08,733.33,52222.26,Yet,Approved
383,423,Car,4757.67,4.25,2022-10-26,2030-06-08,503.43,21034.01,See,Pending
384,2940,Mortgage,28289.61,3.61,2024-06-07,2027-02-14,753.96,23617.74,Exactly,Pending
385,3803,Mortgage,10169.72,7.54,2023-03-12,2029-01-18,685.98,36652.74,Remain,Closed
386,837,Home,21254.54,9.07,2024-06-24,2026-10-29,1006.43,55316.76,Each,Approved
387,434,Personal,8922.49,4.83,2021-03-21,2029-11-19,373.23,27531.86,Room,Approved
388,4832,Mortgage,42177.53,10.76,2025-07-05,2029-12-26,1140.71,30321.18,Boy,Pending
389,4087,Payday,48931.02,7.4,2022-09-01,2030-07-03,1792.87,49920.95,Building,Pending
390,3552,Mortgage,34495.89,11.75,2024-02-01,2029-06-16,1651.39,28562.43,Again,Closed
391,2849,Personal,44733.99,5.82,2021-06-28,2029-01-25,637.38,26314.29,Trip,Closed
392,4969,Personal,4468.73,5.55,2025-07-31,2027-09-27,1099.46,9476.58,Box,Approved
393,1751,Personal,40368.79,4.02,2022-01-11,2026-06-18,777.19,15690.85,Read,Pending
394,312,Car,1062.59,8.32,2023-02-22,2028-12-19,1622.59,1623.9,Cost,Rejected
395,2335,Home,8892.16,9.87,2021-10-21,2027-11-05,1466.03,15368.69,Lead,Defaulted
396,2694,Payday,33404.09,6.36,2024-04-19,2027-04-12,1788.53,9999.11,Fight,Rejected
397,1285,Personal,8963.31,13.29,2020-12-04,2029-06-11,342.25,39208.87,Fish,Rejected
398,3401,Personal,12906.95,6.5,2021-10-05,2027-01-01,1663.91,46521.96,Baby,Closed
399,1591,Business,9911.27,10.68,2022-11-14,2027-04-08,860.34,26623.97,Public,Rejected
400,208,Payday,23256.78,14.08,2024-08-25,2029-08-23,1319.8,39520.95,Analysis,Closed
401,2450,Personal,44969.77,11.84,2022-05-12,2028-10-12,1454.03,37527.87,Culture,Closed
402,4779,Business,16857.09,14.41,2021-04-06,2026-02-11,998.16,2385.19,Around,Rejected
403,4138,Personal,48117.17,14.91,2025-04-14,2027-05-07,1707.09,41998.02,Away,Approved
404,402,Mortgage,33931.45,13.82,2021-05-29,2026-05-09,1393.56,50147.51,Nation,Rejected
405,4294,Payday,19751.55,13.17,2025-08-04,2030-05-17,435.0,28833.17,New,Defaulted
406,4929,Home,42412.0,7.77,2025-09-14,2030-08-24,380.28,56025.72,Yet,Rejected
407,3311,Business,40715.7,3.11,2023-01-14,2028-10-18,696.49,35255.97,Despite,Defaulted
408,602,Car,38310.49,11.37,2021-07-18,2026-05-11,1440.34,29505.54,Professional,Defaulted
409,843,Payday,35681.85,10.15,2024-12-20,2026-04-18,1894.18,45071.33,Section,Approved
410,3336,Car,28688.93,14.48,2021-03-28,2028-10-31,1861.69,25212.22,Before,Defaulted
411,920,Personal,33617.23,9.06,2023-10-09,2027-02-21,1822.2,54345.64,Out,Defaulted
412,4357,Home,15215.35,10.53,2022-12-13,2026-05-20,888.58,40817.52,Support,Defaulted
413,1139,Personal,14794.83,11.01,2022-06-01,2028-06-20,1230.17,55022.44,Until,Pending
414,4919,Education,13633.43,5.1,2020-10-09,2027-02-22,1297.88,15047.87,Theory,Defaulted
415,2081,Payday,41550.69,5.58,2021-01-02,2028-01-25,1830.68,37284.18,Cold,Approved
416,1078,Education,48658.45,6.93,2022-10-07,2029-04-03,134.16,40665.0,Just,Closed
417,766,Business,42993.07,12.37,2020-12-23,2026-12-19,1772.61,38048.41,Health,Pending
418,1764,Home,5105.79,4.07,2023-04-08,2026-04-06,1698.65,15824.57,Plant,Pending
419,3931,Business,47927.32,11.81,2021-03-06,2030-06-07,502.86,34143.06,Knowledge,Closed
420,3199,Business,16635.57,7.66,2023-07-25,2025-11-19,1003.96,58223.1,Human,Approved
421,4401,Car,27490.72,10.07,2021-04-10,2029-09-01,217.4,37799.48,Shake,Pending
422,1577,Business,48383.23,14.46,2022-01-31,2026-04-22,617.2,29667.03,Another,Closed
423,991,Payday,28047.97,7.25,2025-03-12,2027-07-23,1702.32,11708.12,Talk,Pending
424,2947,Business,6143.91,8.04,2021-02-18,2028-06-23,632.39,21129.63,And,Defaulted
425,2082,Personal,27016.81,3.78,2020-09-28,2028-02-09,1224.66,44069.7,Gas,Rejected
426,3006,Home,20796.05,6.48,2021-10-30,2026-01-01,485.96,6526.57,Perhaps,Approved
427,3120,Business,29969.84,11.91,2025-04-21,2026-10-11,1753.06,23684.2,Charge,Pending
428,3819,Car,16196.26,8.79,2023-03-21,2027-09-01,190.45,19515.58,Media,Rejected
429,2981,Home,6786.19,13.23,2024-11-27,2028-05-25,900.94,27329.43,Share,Pending
430,309,Personal,27237.49,4.31,2023-11-03,2027-06-26,282.65,50622.67,Dream,Approved
431,2467,Mortgage,22377.39,9.29,2022-07-30,2029-04-11,1512.14,20622.37,Among,Closed
432,3327,Personal,1103.67,5.38,2024-08-28,2030-01-16,1515.39,11715.77,Every,Approved
433,3437,Payday,46644.26,3.45,2022-11-24,2026-11-05,1679.45,32938.01,Look,Approved
434,2614,Payday,47322.15,6.25,2024-10-14,2025-11-12,1034.25,47310.56,Dream,Rejected
435,4472,Payday,21060.63,11.93,2023-12-25,2028-11-03,1536.74,14602.67,Sport,Closed
436,134,Car,47012.69,9.4,2021-11-10,2028-03-25,1831.67,50446.55,True,Closed
437,1379,Home,40548.83,12.44,2021-03-24,2029-08-25,1400.11,2718.02,Draw,Approved
438,3441,Car,24914.02,7.03,2024-11-01,2025-12-19,381.94,16962.27,Blue,Defaulted
439,698,Business,45309.88,13.55,2024-04-16,2026-09-01,1919.43,55270.38,Safe,Closed
440,3909,Home,6413.88,9.63,2021-05-01,2029-08-24,778.62,44727.55,Capital,Defaulted
441,2907,Education,10752.75,12.29,2024-03-08,2029-08-14,238.05,1212.97,Whole,Pending
442,520,Personal,34429.17,13.43,2024-12-08,2026-11-11,1310.12,41405.77,Investment,Pending
443,3154,Mortgage,10725.17,7.34,2021-05-28,2025-12-25,1656.45,22320.44,Southern,Approved
444,1383,Education,8805.92,13.7,2025-05-26,2029-08-02,718.97,22357.69,Would,Pending
445,1468,Home,13558.36,9.53,2023-06-16,2029-04-06,1301.36,34323.93,Personal,Pending
446,4867,Personal,12122.1,14.09,2020-12-26,2029-06-09,1108.07,42836.97,Event,Rejected
447,317,Car,16684.94,7.36,2023-01-01,2029-09-11,364.75,18437.56,What,Closed
448,2600,Personal,23325.67,14.98,2021-09-25,2027-11-17,174.17,37898.94,Phone,Defaulted
449,1204,Payday,11916.79,12.1,2021-04-08,2028-03-24,1565.08,9845.79,Mind,Approved
450,4790,Payday,9652.83,7.14,2021-10-11,2026-06-17,1246.31,19241.27,Father,Approved
451,4297,Education,1387.88,10.45,2021-08-19,2025-10-27,747.14,22240.81,Most,Rejected
452,3676,Car,10380.69,11.14,2021-05-12,2029-03-19,874.42,3393.31,Ten,Closed
453,4865,Education,29628.62,8.56,2024-05-22,2027-06-08,517.86,27937.52,Cell,Defaulted
454,3109,Mortgage,25713.93,4.78,2021-09-15,2029-06-17,1932.03,13739.08,Against,Closed
455,3752,Personal,44770.94,13.18,2021-03-08,2030-05-04,1555.92,8430.54,Those,Rejected
456,4107,Education,27359.42,13.62,2024-08-26,2030-01-19,377.64,23388.14,Director,Closed
457,3860,Mortgage,39571.89,3.61,2022-09-19,2027-07-28,1192.43,3856.17,Her,Approved
458,4145,Education,37390.83,4.21,2021-11-29,2025-11-09,1551.35,20632.21,Impact,Approved
459,3166,Mortgage,23528.6,7.08,2021-10-11,2029-09-04,1412.36,28608.38,So,Approved
460,1509,Home,8695.24,4.37,2022-12-07,2028-02-07,361.94,35069.5,Opportunity,Rejected
461,2642,Home,15529.65,12.29,2021-07-02,2025-10-23,1771.52,57975.1,Bed,Approved
462,318,Business,8337.72,3.64,2023-04-29,2028-02-05,832.09,45948.68,But,Approved
463,971,Mortgage,35438.74,7.04,2025-09-09,2027-06-23,248.17,14775.92,Account,Approved
464,2633,Mortgage,3584.48,12.64,2022-07-06,2027-12-05,1961.22,52748.11,How,Closed
465,4659,Education,19531.97,11.35,2024-07-02,2030-03-31,170.37,45615.99,Public,Approved
466,947,Home,2859.75,3.85,2022-04-15,2028-06-27,821.39,55619.76,War,Rejected
467,2841,Home,8988.19,7.6,2022-01-15,2028-01-19,759.15,29480.99,Though,Defaulted
468,4451,Home,11341.77,9.96,2025-09-21,2027-07-03,1175.74,52678.09,Wonder,Closed
469,4030,Personal,31184.72,8.08,2021-09-19,2027-04-16,170.55,59939.77,Behavior,Approved
470,2032,Business,26075.47,11.37,2021-12-10,2027-10-16,1365.17,4370.67,Mouth,Pending
471,4578,Home,13208.34,3.44,2022-11-08,2029-12-17,1434.62,8738.55,Heart,Defaulted
472,4740,Car,44110.59,8.18,2025-05-02,2029-10-24,1860.31,45401.7,Call,Rejected
473,674,Education,33901.49,8.86,2023-11-28,2029-02-25,1400.31,28952.96,Indicate,Rejected
474,4900,Payday,4797.85,10.83,2021-03-29,2030-02-17,463.47,40989.15,Despite,Rejected
475,2292,Education,17795.32,12.04,2023-01-21,2026-06-18,328.12,10175.34,Accept,Pending
476,4907,Education,36193.15,11.22,2025-03-22,2027-02-22,386.4,19512.47,Tough,Rejected
477,1214,Education,5963.69,12.66,2022-06-13,2030-09-02,1938.05,1531.36,So,Rejected
478,3316,Education,25239.51,8.54,2021-07-05,2027-06-09,1069.77,37862.35,Wait,Approved
479,2460,Personal,39084.32,12.42,2022-09-28,2025-12-04,743.48,19595.54,Senior,Rejected
480,3236,Mortgage,9545.24,14.64,2023-11-07,2025-09-28,1348.51,16952.09,Listen,Defaulted
481,1479,Payday,2256.98,3.87,2021-07-16,2027-11-09,852.3,41090.13,Green,Closed
482,4337,Home,16266.76,14.85,2020-10-23,2026-01-29,899.2,27828.4,Perform,Pending
483,4185,Home,2979.01,5.48,2023-06-12,2029-03-08,526.71,24163.5,Would,Rejected
484,3199,Personal,14204.31,10.71,2021-03-15,2027-01-08,353.66,8192.6,Time,Pending
485,709,Education,41906.78,3.48,2021-10-19,2027-09-29,725.22,16803.28,Play,Closed
486,4512,Business,5803.78,10.74,2024-11-19,2030-06-02,152.42,18863.1,Father,Closed
487,3258,Personal,10186.23,3.51,2022-06-01,2026-04-01,1270.22,11262.61,Last,Defaulted
488,3513,Personal,12405.0,13.88,2024-11-06,2030-01-30,640.95,41218.06,Whose,Defaulted
489,1703,Payday,4521.69,11.74,2024-11-14,2026-06-02,1201.09,19057.38,Themselves,Closed
490,2649,Education,15718.94,8.56,2022-01-21,2026-02-15,454.85,33687.92,Also,Defaulted
491,1599,Mortgage,1377.06,9.31,2024-07-30,2030-06-19,607.62,53244.01,Create,Closed
492,3003,Mortgage,44354.94,13.73,2023-07-16,2027-09-26,1812.25,56243.5,Avoid,Closed
493,102,Car,49696.23,10.5,2022-07-29,2027-03-16,1040.32,51575.69,Picture,Pending
494,4159,Personal,24355.12,7.78,2025-02-07,2029-08-09,1351.34,7166.97,Bill,Defaulted
495,2864,Education,12584.33,7.26,2023-03-08,2029-11-24,1574.95,59008.67,Meeting,Defaulted
496,477,Payday,8909.27,14.38,2022-01-29,2030-03-25,1538.91,28693.14,Threat,Pending
497,3280,Payday,21875.51,14.53,2022-01-17,2029-02-08,1106.37,58387.67,East,Approved
498,3620,Payday,33093.74,3.11,2022-05-14,2026-07-21,529.52,29408.57,Some,Closed
499,4757,Education,16635.23,9.08,2022-03-09,2030-03-31,1664.38,58297.88,Space,Closed
500,3534,Mortgage,1075.61,4.26,2024-10-04,2030-05-03,1911.97,53464.39,Former,Pending
501,205,Payday,47008.85,10.93,2024-03-27,2027-05-12,801.0,50987.09,Pass,Pending
502,3954,Business,24720.69,12.49,2023-08-13,2026-05-30,939.2,45947.61,Hold,Pending
503,3556,Payday,48743.91,9.91,2021-07-22,2027-03-16,187.57,21029.88,Free,Pending
504,3395,Personal,33505.65,5.53,2024-06-24,2028-01-24,1110.53,39527.37,Approach,Pending
505,145,Personal,15407.81,10.25,2023-04-08,2026-12-29,1380.81,35427.03,Market,Defaulted
506,4702,Mortgage,42773.93,9.47,2020-11-16,2028-10-15,622.39,14818.8,Defense,Rejected
507,821,Payday,19800.96,4.71,2023-02-06,2027-03-31,718.04,49207.23,Grow,Defaulted
508,4160,Education,18096.68,5.73,2023-01-01,2029-03-08,813.84,49002.36,Treatment,Rejected
509,3675,Business,41994.64,3.5,2025-01-24,2029-03-19,965.96,48363.43,Concern,Defaulted
510,2528,Home,12640.19,4.85,2023-04-23,2027-11-06,1755.65,53315.12,They,Pending
511,1890,Home,47424.99,12.57,2024-02-21,2030-04-01,1797.45,41454.91,Call,Pending
512,1799,Car,45233.72,9.32,2021-05-07,2028-06-24,1578.15,29986.23,Recent,Defaulted
513,3733,Car,20815.29,13.85,2021-10-01,2030-09-16,1989.35,13612.39,Receive,Pending
514,3180,Business,14594.75,12.51,2023-12-15,2026-06-29,1886.18,47864.88,Improve,Closed
515,4517,Home,19454.72,7.32,2021-02-16,2029-10-13,1337.77,14576.82,For,Closed
516,4322,Education,35740.55,4.79,2022-05-21,2029-01-31,387.72,58233.65,Fire,Closed
517,3331,Education,3414.45,4.41,2021-01-07,2029-05-12,1595.4,32489.05,Recognize,Approved
518,2478,Home,14138.69,5.53,2025-03-11,2028-11-22,1427.59,35743.35,Person,Pending
519,4184,Personal,44326.51,7.81,2025-07-02,2029-12-07,1995.88,39049.8,Pattern,Pending
520,1884,Home,17852.08,5.72,2023-09-29,2026-02-10,523.82,5433.76,Family,Rejected
521,1668,Personal,24005.97,6.92,2023-03-31,2030-04-01,424.04,16580.41,Stand,Pending
522,4841,Business,47165.98,11.38,2021-11-29,2029-07-02,1270.06,22365.5,Enjoy,Rejected
523,1141,Mortgage,11150.56,3.82,2023-04-19,2026-12-03,970.54,58780.41,Special,Approved
524,800,Education,48153.22,14.49,2021-07-20,2026-08-28,1050.61,35221.47,Yeah,Pending
525,2264,Home,18292.8,10.8,2023-05-20,2025-10-24,1325.91,19844.03,Key,Approved
526,4579,Business,32795.2,10.0,2023-03-12,2029-06-09,479.19,42213.23,Your,Approved
527,2280,Home,38364.34,12.5,2022-06-18,2025-11-11,969.22,20729.52,Stuff,Rejected
528,3159,Education,33303.43,12.61,2022-04-27,2027-09-26,1000.86,41860.47,Week,Defaulted
529,3776,Payday,11380.95,7.11,2021-03-09,2028-05-13,1106.13,32672.7,Center,Approved
530,1586,Business,33496.16,9.11,2024-12-07,2025-11-30,1169.89,59837.51,End,Rejected
531,4025,Home,25792.23,3.58,2021-02-18,2029-05-21,1603.54,38583.33,Continue,Defaulted
532,3757,Payday,49885.18,9.95,2025-08-25,2028-01-05,519.46,32837.67,Foreign,Rejected
533,3641,Payday,42332.22,8.75,2024-03-20,2029-09-21,1914.04,40307.06,Everybody,Approved
534,4522,Education,7580.62,14.79,2024-07-22,2030-01-20,1021.84,38275.87,Half,Closed
535,1020,Payday,20033.31,11.85,2022-09-14,2028-04-05,1856.99,48298.92,Cell,Defaulted
536,4333,Business,46220.82,7.62,2025-08-04,2029-09-15,174.13,57889.04,Concern,Pending
537,2792,Education,35573.9,11.78,2021-08-07,2029-01-17,1514.28,9594.01,The,Rejected
538,712,Payday,22851.63,5.0,2024-11-06,2030-01-05,677.38,4692.55,Them,Defaulted
539,4706,Payday,35360.79,14.54,2021-10-27,2026-02-23,1870.2,24980.01,Pass,Rejected
540,743,Home,17994.1,3.31,2024-04-04,2026-03-09,343.55,9059.47,Break,Approved
541,1106,Car,36536.1,13.81,2023-02-08,2028-03-06,695.15,49313.49,Place,Defaulted
542,3601,Education,35594.08,13.88,2022-11-15,2028-01-29,693.72,34138.68,Around,Approved
543,2231,Personal,38557.28,3.49,2021-12-18,2026-11-02,1982.2,50608.87,Seat,Approved
544,3592,Mortgage,11021.45,9.49,2024-11-28,2025-11-27,1025.61,47079.15,Skin,Approved
545,3174,Business,15662.14,7.26,2024-01-11,2029-12-05,1797.52,19389.24,Should,Rejected
546,4622,Payday,48313.88,4.17,2021-08-25,2028-12-11,841.65,25298.69,Recently,Closed
547,982,Business,3351.19,3.71,2022-06-16,2025-11-13,617.99,33647.07,Almost,Defaulted
548,772,Home,37128.03,9.26,2022-09-11,2030-06-29,1925.01,42408.0,Option,Defaulted
549,4452,Mortgage,15889.21,11.45,2024-07-23,2028-11-22,849.69,27761.46,Small,Pending
550,3870,Education,26232.91,8.74,2021-03-20,2027-05-08,737.92,43923.58,Other,Pending
551,286,Home,27281.59,4.13,2023-12-15,2028-07-23,1023.03,36063.83,Get,Approved
552,1769,Payday,46687.19,11.26,2021-11-03,2029-06-29,937.55,16951.13,Represent,Pending
553,2941,Payday,49790.63,13.35,2025-07-27,2030-08-17,326.23,15059.29,Majority,Defaulted
554,723,Payday,38199.02,13.67,2020-10-05,2027-10-16,176.18,3193.54,Attorney,Rejected
555,1818,Car,48062.92,7.13,2024-06-15,2030-09-01,605.79,54095.26,Contain,Defaulted
556,2382,Payday,16090.22,9.43,2024-03-17,2028-05-13,104.57,45288.64,Writer,Approved
557,3320,Personal,46401.97,13.62,2022-10-27,2026-06-10,941.31,24200.12,Accept,Defaulted
558,1092,Car,16302.14,11.6,2023-08-20,2026-08-31,1313.82,41261.36,Join,Closed
559,2257,Mortgage,7494.51,5.74,2022-10-17,2027-03-13,1304.98,30067.73,Same,Defaulted
560,2410,Home,16545.2,14.02,2023-07-04,2029-08-16,363.01,3128.13,Turn,Rejected
561,1505,Car,6462.33,3.25,2020-10-20,2030-02-21,1303.61,5647.85,Star,Closed
562,2334,Payday,3648.53,7.87,2025-07-02,2029-12-08,1858.65,43099.77,Station,Rejected
563,437,Personal,20862.18,14.03,2023-07-26,2026-06-05,1120.41,56980.03,Ok,Closed
564,344,Business,6382.24,12.75,2022-06-25,2029-11-26,1379.73,32282.2,Action,Defaulted
